n,input_signal,filtered_signal,
420,-1.0235941410064697,0.7310113906860352,
421,-0.5752055048942566,0.8331524133682251,
422,0.388264536857605,0.915637195110321,
423,0.4438304901123047,0.9769512414932251,
424,-0.6570200324058533,1.0156500339508057,
425,-1.6651790142059326,1.0303982496261597,
426,-1.4328687191009521,1.020548939704895,
427,-0.3828907012939453,0.9865446090698242,
428,0.036761343479156494,0.9296354651451111,
429,-0.7866913080215454,0.851270854473114,
430,-1.84312105178833,0.7529208660125732,
431,-1.7941257953643799,0.6365169882774353,
432,-0.6901814937591553,0.5048912763595581,
433,0.09399378299713135,0.3615851402282715,
434,-0.3777267336845398,0.21018709242343903,
435,-1.4034004211425781,0.05396344140172005,
436,-1.5459681749343872,-0.1038479134440422,
437,-0.4798285663127899,-0.25956010818481445,
438,0.5878337621688843,-0.4090999364852905,
439,0.4624578058719635,-0.5486361980438232,
440,-0.5096063613891602,-0.6750816702842712,
441,-0.8896092176437378,-0.7859193086624146,
442,0.0030120015144348145,-0.8786836266517639,
443,1.2127467393875122,-0.9508397579193115,
444,1.3698447942733765,-1.0003018379211426,
445,0.4431893229484558,-1.0259836912155151,
446,-0.22355163097381592,-1.027726650238037,
447,0.36035215854644775,-1.0057344436645508,
448,1.5582728385925293,-0.9602537155151367,
449,1.9205236434936523,-0.8919140696525574,
450,1.042315125465393,-0.8022768497467041,
451,0.08163666725158691,-0.6938539743423462,
452,0.2729959487915039,-0.5695264339447021,
453,1.342983365058899,-0.4320484399795532,
454,1.862260341644287,-0.28419336676597595,
455,1.0803391933441162,-0.12927475571632385,
456,-0.10920798778533936,0.028730060905218124,
457,-0.3127397298812866,0.18570630252361298,
458,0.5783135890960693,0.33801883459091187,
459,1.2518589496612549,0.48252972960472107,
460,0.6625719666481018,0.61611008644104,
461,-0.6226991415023804,0.7353721857070923,
462,-1.147610068321228,0.8370716571807861,
463,-0.43064284324645996,0.9187514185905457,
464,0.4218275547027588,0.9788886904716492,
465,0.13930881023406982,1.0164216756820679,
466,-1.0785260200500488,1.03032648563385,
467,-1.813989281654358,1.019822120666504,
468,-1.2473784685134888,0.9849728941917419,
469,-0.20535016059875488,0.9269213080406189,
470,-0.09826558828353882,0.8474439978599548,
471,-1.1087065935134888,0.7483819127082825,
472,-1.9561538696289062,0.6316279172897339,
473,-1.5396740436553955,0.49964049458503723,
474,-0.3507882356643677,0.35574865341186523,
475,0.15624958276748657,0.20377999544143677,
476,-0.5715001821517944,0.047395676374435425,
477,-1.4781701564788818,-0.11011431366205215,
478,-1.2571310997009277,-0.2654176354408264,
479,-0.030432015657424927,-0.41474631428718567,
480,0.8037072420120239,-0.554142415523529,
481,0.36085379123687744,-0.6801271438598633,
482,-0.599046528339386,-0.7900481224060059,
483,-0.6515356302261353,-0.8817471265792847,
484,0.46043550968170166,-0.9530678987503052,
485,1.4920654296875,-1.0019112825393677,
486,1.2896215915679932,-1.0268269777297974,
487,0.26688051223754883,-1.027437686920166,
488,-0.1295759677886963,-1.0041812658309937,
489,0.7205840349197388,-0.9577189087867737,
490,1.8128478527069092,-0.8887739181518555,
491,1.8045117855072021,-0.7985848784446716,
492,0.7365012168884277,-0.6893661022186279,
493,-0.020383179187774658,-0.5641322731971741,
494,0.4761628806591034,-0.4260491728782654,
495,1.5313024520874023,-0.2780739963054657,
496,1.7059857845306396,-0.12324904650449753,
497,0.6654534935951233,0.03481104597449303,
498,-0.388749361038208,0.1919790357351303,
499,-0.2572893798351288,0.3442436158657074,
500,0.7218304872512817,0.4882147014141083,
501,1.110697627067566,0.620965301990509,
502,0.22102020680904388,0.7395172119140625,
503,-0.998610258102417,0.840731680393219,
504,-1.1751089096069336,0.9218403100967407,
505,-0.2681333124637604,0.9810085296630859,
506,0.38226640224456787,1.017292857170105,
507,-0.22044062614440918,1.0300874710083008,
508,-1.4472076892852783,1.018823266029358,
509,-1.8468916416168213,0.9833270311355591,
510,-1.0053890943527222,0.9243848323822021,
511,-0.07463967800140381,0.8437866568565369,
