n,input_fft_mag,output_freq,
837,86.53284454345703,8173.828125,
838,206.03285217285156,8183.59375,
839,159.3805694580078,8193.359375,
840,103.43035125732422,8203.125,
841,143.80087280273438,8212.890625,
842,178.18858337402344,8222.65625,
843,77.45194244384766,8232.421875,
844,109.05615234375,8242.1875,
845,170.9809112548828,8251.953125,
846,74.4796371459961,8261.71875,
847,201.04493713378906,8271.484375,
848,74.18133544921875,8281.25,
849,81.13968658447266,8291.015625,
850,135.33877563476562,8300.78125,
851,68.95640563964844,8310.546875,
852,197.67938232421875,8320.3125,
853,76.45816040039062,8330.078125,
854,46.52983093261719,8339.84375,
855,94.89511108398438,8349.609375,
856,197.80731201171875,8359.375,
857,113.6802749633789,8369.140625,
858,65.83914184570312,8378.90625,
859,57.535274505615234,8388.671875,
860,49.20062255859375,8398.4375,
861,171.47987365722656,8408.203125,
862,214.86634826660156,8417.96875,
863,160.53656005859375,8427.734375,
864,141.46815490722656,8437.5,
865,167.76925659179688,8447.265625,
866,95.39774322509766,8457.03125,
867,113.52071380615234,8466.796875,
868,128.8175048828125,8476.5625,
869,176.6741180419922,8486.328125,
870,94.83940887451172,8496.09375,
871,134.1412811279297,8505.859375,
872,124.23208618164062,8515.625,
873,143.83290100097656,8525.390625,
874,118.40665435791016,8535.15625,
875,122.74662017822266,8544.921875,
876,133.92849731445312,8554.6875,
877,167.2824249267578,8564.453125,
878,96.32383728027344,8574.21875,
879,85.6649398803711,8583.984375,
880,15.769355773925781,8593.75,
881,64.19696807861328,8603.515625,
882,160.20458984375,8613.28125,
883,118.66146850585938,8623.046875,
884,50.756961822509766,8632.8125,
885,68.54576873779297,8642.578125,
886,76.2686538696289,8652.34375,
887,84.22718811035156,8662.109375,
888,139.8654327392578,8671.875,
889,192.24241638183594,8681.640625,
890,129.48292541503906,8691.40625,
891,162.91636657714844,8701.171875,
892,103.2127914428711,8710.9375,
893,106.42549133300781,8720.703125,
894,207.59849548339844,8730.46875,
895,149.06480407714844,8740.234375,
896,42.307342529296875,8750.0,
897,84.62678527832031,8759.765625,
898,63.67557907104492,8769.53125,
899,106.29063415527344,8779.296875,
900,253.9800567626953,8789.0625,
901,101.39844512939453,8798.828125,
902,171.5773468017578,8808.59375,
903,203.31089782714844,8818.359375,
904,27.193626403808594,8828.125,
905,131.72958374023438,8837.890625,
906,94.20631408691406,8847.65625,
907,196.2700653076172,8857.421875,
908,157.56141662597656,8867.1875,
909,148.48849487304688,8876.953125,
910,186.36782836914062,8886.71875,
911,121.24104309082031,8896.484375,
912,126.42489624023438,8906.25,
913,61.171138763427734,8916.015625,
914,115.97924041748047,8925.78125,
915,203.75901794433594,8935.546875,
916,148.08152770996094,8945.3125,
917,64.89469909667969,8955.078125,
918,164.5672149658203,8964.84375,
919,128.05018615722656,8974.609375,
920,19.506698608398438,8984.375,
921,149.07818603515625,8994.140625,
922,85.29619598388672,9003.90625,
923,121.42044830322266,9013.671875,
924,186.41871643066406,9023.4375,
925,163.93943786621094,9033.203125,
926,72.47810363769531,9042.96875,
927,97.71871185302734,9052.734375,
928,121.43828582763672,9062.5,
929,117.87811279296875,9072.265625,
930,113.01986694335938,9082.03125,
931,149.54849243164062,9091.796875,
932,141.3361053466797,9101.5625,
933,201.93682861328125,9111.328125,
934,56.94010543823242,9121.09375,
935,136.66798400878906,9130.859375,
936,150.3649139404297,9140.625,
937,90.52510833740234,9150.390625,
938,71.48661804199219,9160.15625,
939,122.56346893310547,9169.921875,
940,149.57981872558594,9179.6875,
941,191.16688537597656,9189.453125,
942,125.5941390991211,9199.21875,
943,164.92637634277344,9208.984375,
944,100.25773620605469,9218.75,
945,169.5172119140625,9228.515625,
946,124.9126205444336,9238.28125,
947,152.2860107421875,9248.046875,
948,118.8696060180664,9257.8125,
949,185.27098083496094,9267.578125,
950,40.54794692993164,9277.34375,
951,29.478487014770508,9287.109375,
952,92.75457763671875,9296.875,
953,172.23631286621094,9306.640625,
954,222.7529754638672,9316.40625,
955,84.10111236572266,9326.171875,
956,80.96470642089844,9335.9375,
957,82.43215942382812,9345.703125,
958,102.95551300048828,9355.46875,
959,75.06542205810547,9365.234375,
960,213.3144989013672,9375.0,
961,130.7498321533203,9384.765625,
962,173.3617401123047,9394.53125,
963,88.66785430908203,9404.296875,
964,72.33191680908203,9414.0625,
965,13.101362228393555,9423.828125,
966,39.216400146484375,9433.59375,
967,198.66448974609375,9443.359375,
968,202.2886505126953,9453.125,
969,165.79046630859375,9462.890625,
970,177.08285522460938,9472.65625,
971,194.4171142578125,9482.421875,
972,168.00523376464844,9492.1875,
973,4.443673133850098,9501.953125,
974,61.64176559448242,9511.71875,
975,80.82022857666016,9521.484375,
976,155.18218994140625,9531.25,
977,90.15300750732422,9541.015625,
978,127.8619613647461,9550.78125,
979,176.3479461669922,9560.546875,
980,193.2881622314453,9570.3125,
981,114.57598114013672,9580.078125,
982,50.84297561645508,9589.84375,
983,35.80936050415039,9599.609375,
984,85.42974090576172,9609.375,
985,61.593746185302734,9619.140625,
986,125.8829574584961,9628.90625,
987,134.68284606933594,9638.671875,
988,84.71047973632812,9648.4375,
989,91.94935607910156,9658.203125,
990,30.653743743896484,9667.96875,
991,141.47837829589844,9677.734375,
992,32.306007385253906,9687.5,
993,130.722412109375,9697.265625,
994,135.62403869628906,9707.03125,
995,126.94132995605469,9716.796875,
996,35.89719009399414,9726.5625,
997,55.478145599365234,9736.328125,
998,105.46062469482422,9746.09375,
999,118.92266082763672,9755.859375,
1000,164.05099487304688,9765.625,
1001,51.94514846801758,9775.390625,
1002,114.98544311523438,9785.15625,
1003,125.74781036376953,9794.921875,
1004,134.99331665039062,9804.6875,
1005,157.94654846191406,9814.453125,
1006,128.2296600341797,9824.21875,
1007,159.73080444335938,9833.984375,
1008,144.41104125976562,9843.75,
1009,123.554931640625,9853.515625,
1010,208.99514770507812,9863.28125,
1011,177.4317169189453,9873.046875,
1012,195.19598388671875,9882.8125,
1013,244.45199584960938,9892.578125,
1014,190.92469787597656,9902.34375,
1015,159.78517150878906,9912.109375,
1016,157.86033630371094,9921.875,
1017,131.1869354248047,9931.640625,
1018,25.342668533325195,9941.40625,
1019,40.44879913330078,9951.171875,
1020,182.71588134765625,9960.9375,
1021,111.52901458740234,9970.703125,
1022,233.1026153564453,9980.46875,
1023,159.01690673828125,9990.234375,
