n,adc_buffer
1204,-0.7883390188217163
1205,-0.8730726838111877
1206,-0.9373390078544617
1207,-0.9795513153076172
1208,-0.9987954497337341
1209,-0.9945458173751831
1210,-0.9669764637947083
1211,-0.9166618585586548
1212,-0.8448599576950073
1213,-0.7531805038452148
1214,-0.6438406705856323
1215,-0.5193564891815186
1216,-0.3826834261417389
1217,-0.2370191514492035
1218,-0.08579730987548828
1219,0.0674426481127739
1220,0.21910123527050018
1221,0.3656061291694641
1222,0.5035279989242554
1223,0.6296170949935913
1224,0.7409430146217346
1225,0.8348405361175537
1226,0.909168004989624
1227,0.9621032476425171
1228,0.9924795031547546
1229,0.9995105862617493
1230,0.983105480670929
1231,0.9435756802558899
1232,0.8819212317466736
1233,0.7995294332504272
1234,0.6983847618103027
1235,0.5808127522468567
1236,0.4496220052242279
1237,0.3078438639640808
1238,0.15885813534259796
1239,0.006135770119726658
1240,-0.1467304676771164
1241,-0.29614531993865967
1242,-0.43861624598503113
1243,-0.5707601308822632
1244,-0.6895318627357483
1245,-0.7920843362808228
1246,-0.8760642409324646
1247,-0.9394415616989136
1248,-0.9807852506637573
1249,-0.9990589022636414
1250,-0.9939069747924805
1251,-0.9653762578964233
1252,-0.91420978307724
1253,-0.841545581817627
1254,-0.7491442561149597
1255,-0.6391216516494751
1256,-0.5141130089759827
1257,-0.3770003020763397
1258,-0.23105810582637787
1259,-0.07968093454837799
1260,0.0735645592212677
1261,0.22507967054843903
1262,0.37131717801094055
1263,0.5088205337524414
1264,0.6343839764595032
1265,0.7450357675552368
1266,0.8382181525230408
1267,0.911683976650238
1268,0.9637760519981384
1269,0.9931932687759399
1270,0.9993223547935486
1271,0.9819453954696655
1272,0.9415440559387207
1273,0.8789956569671631
1274,0.7958441376686096
1275,0.6939669847488403
1276,0.5758179426193237
1277,0.4441245198249817
1278,0.30200594663619995
1279,0.15279430150985718
1280,0.0
1281,-0.15279430150985718
1282,-0.30200594663619995
1283,-0.4441137909889221
1284,-0.5757983326911926
1285,-0.693949818611145
1286,-0.7958295941352844
1287,-0.8789899349212646
1288,-0.9415440559387207
1289,-0.9819453954696655
1290,-0.9993223547935486
1291,-0.9931932687759399
1292,-0.9637760519981384
1293,-0.9116889238357544
1294,-0.8382247090339661
1295,-0.7450517416000366
1296,-0.6344025135040283
1297,-0.5088309049606323
1298,-0.37132829427719116
1299,-0.22507967054843903
1300,-0.0735645592212677
1301,0.07968093454837799
1302,0.23105810582637787
1303,0.3770003020763397
1304,0.5141027569770813
1305,0.6391124129295349
1306,0.7491363883018494
1307,0.8415391445159912
1308,0.91420978307724
1309,0.9653762578964233
1310,0.9939069747924805
1311,0.9990589022636414
1312,0.9807852506637573
1313,0.9394415616989136
1314,0.8760700821876526
1315,0.7920916676521301
1316,0.6895405650138855
1317,0.5707700252532959
1318,0.43861624598503113
1319,0.29614531993865967
1320,0.1467304676771164
1321,-0.006135770119726658
1322,-0.15885813534259796
1323,-0.3078438639640808
1324,-0.4496113359928131
1325,-0.5808030366897583
1326,-0.6983762383460999
1327,-0.7995222210884094
1328,-0.8819212317466736
1329,-0.9435756802558899
1330,-0.983105480670929
1331,-0.9995105862617493
1332,-0.9924795031547546
1333,-0.9621032476425171
1334,-0.909168004989624
1335,-0.8348471522331238
1336,-0.7409511208534241
1337,-0.6296263933181763
1338,-0.5035383701324463
1339,-0.3656061291694641
1340,-0.21910123527050018
1341,-0.0674426481127739
1342,0.08579730987548828
1343,0.2370191514492035
1344,0.3826834261417389
1345,0.5193462371826172
1346,0.6438315510749817
1347,0.7531726360321045
1348,0.8448535799980164
1349,0.9166618585586548
1350,0.9669764637947083
1351,0.9945458173751831
1352,0.9987954497337341
1353,0.9795513153076172
1354,0.9373390078544617
1355,0.8730785250663757
1356,0.7883464097976685
1357,0.6850707530975342
1358,0.5657318234443665
1359,0.43308568000793457
1360,0.2902846932411194
1361,0.14065559208393097
1362,-0.012271540239453316
1363,-0.16491001844406128
1364,-0.3136817514896393
1365,-0.4550750255584717
1366,-0.5857978463172913
1367,-0.7027415037155151
1368,-0.803207516670227
1369,-0.8847804069519043
1370,-0.9456073045730591
1371,-0.9841915369033813
1372,-0.99969881772995
1373,-0.9916911125183105
1374,-0.9604305028915405
1375,-0.9065786600112915
1376,-0.8314695954322815
1377,-0.7368026971817017
1378,-0.6248595118522644
1379,-0.498218297958374
1380,-0.3598950505256653
1381,-0.21310630440711975
1382,-0.06132074072957039
1383,0.09190722554922104
1384,0.24298018217086792
1385,0.38833773136138916
1386,0.5245896577835083
1387,0.6485022306442261
1388,0.7572088241577148
1389,0.8481043577194214
1390,0.9191138744354248
1391,0.9685038328170776
1392,0.9951847195625305
1393,0.9984567761421204
1394,0.978317379951477
1395,0.9351658821105957
1396,0.8700869679450989
1397,0.7845418453216553
1398,0.6806010007858276
1399,0.5606510639190674
1400,0.4275550842285156
1401,0.28440219163894653
1402,0.13458071649074554
1403,-0.01840638555586338
1404,-0.1709618866443634
1405,-0.3194960355758667
1406,-0.46053871512413025
1407,-0.5907485485076904
1408,-0.7071067690849304
1409,-0.8068323731422424
1410,-0.8876396417617798
1411,-0.9475677013397217
1412,-0.9852776527404785
1413,-0.9998117685317993
1414,-0.9909026622772217
1415,-0.9586853981018066
1416,-0.903989315032959
1417,-0.828029453754425
1418,-0.7326542735099792
1419,-0.62004554271698
1420,-0.49289819598197937
1421,-0.35415685176849365
1422,-0.20713478326797485
1423,-0.05519420653581619
1424,0.0980171412229538
1425,0.2489229142665863
1426,0.39399203658103943
1427,0.5297936201095581
1428,0.6531728506088257
1429,0.7611880302429199
1430,0.8513551950454712
1431,0.9214966893196106
1432,0.9700312614440918
1433,0.9957486391067505
1434,0.9981181025505066
1435,0.9770097732543945
1436,0.9329928159713745
1437,0.8670299053192139
1438,0.7807372212409973
1439,0.6760799884796143
1440,0.5555702447891235
1441,0.42199230194091797
1442,0.2785196900367737
1443,0.1284956932067871
1444,-0.024541230872273445
1445,-0.17700088024139404
1446,-0.32531028985977173
1447,-0.46596771478652954
1448,-0.5956993103027344
1449,-0.7114188075065613
1450,-0.8104572296142578
1451,-0.8904320001602173
1452,-0.949528157711029
1453,-0.9862855672836304
1454,-0.9999247193336487
1455,-0.990039587020874
1456,-0.9569403529167175
1457,-0.901331901550293
1458,-0.8245893120765686
1459,-0.7284506559371948
1460,-0.6152315735816956
1461,-0.48754099011421204
1462,-0.3484186828136444
1463,-0.20110085606575012
1464,-0.0490676686167717
1465,0.104119673371315
1466,0.2548656463623047
1467,0.39961665868759155
1468,0.5349976420402527
1469,0.6577943563461304
1470,0.7651672959327698
1471,0.8545418977737427
1472,0.9238795042037964
1473,0.9714856147766113
1474,0.9963126182556152
1475,0.997704267501831
1476,0.9757021069526672
1477,0.9307494163513184
1478,0.8639728426933289
1479,0.7768738269805908
1480,0.6715589761734009
1481,0.5504475831985474
1482,0.4164295494556427
1483,0.2726162075996399
1484,0.12243445217609406
1485,-0.030674226582050323
1486,-0.18303988873958588
1487,-0.33110007643699646
1488,-0.4713967442512512
1489,-0.6006051898002625
1490,-0.7157308459281921
1491,-0.8140209913253784
1492,-0.89322429895401
1493,-0.951417088508606
1494,-0.9873014092445374
1495,-0.999962329864502
1496,-0.9891765117645264
1497,-0.9551231861114502
1498,-0.898674488067627
1499,-0.8210870623588562
1500,-0.7242470979690552
1501,-0.6103713512420654
1502,-0.4821837842464447
1503,-0.342654287815094
1504,-0.19509032368659973
1505,-0.042937442660331726
1506,0.1102222129702568
1507,0.2607892155647278
1508,0.40524131059646606
1509,0.5401613116264343
1510,0.6624158024787903
1511,0.769088864326477
1512,0.8577286005020142
1513,0.9261927604675293
1514,0.9729399681091309
1515,0.9967995882034302
1516,0.9972904324531555
1517,0.9743210077285767
1518,0.928506076335907
1519,0.8608506917953491
1520,0.7730104327201843
1521,0.666987419128418
1522,0.545324981212616
1523,0.4108354449272156
1524,0.2667127549648285
1525,0.11631644517183304
1526,-0.03680722042918205
1527,-0.1890650987625122
1528,-0.3368898630142212
1529,-0.47679024934768677
1530,-0.6055110692977905
1531,-0.7199889421463013
1532,-0.8175848126411438
1533,-0.8959493637084961
1534,-0.9533060193061829
1535,-0.9882389307022095
1536,-0.9999998807907104
1537,-0.9882389307022095
1538,-0.9533060193061829
1539,-0.8959493637084961
1540,-0.8175848126411438
1541,-0.7199889421463013
1542,-0.6055110692977905
1543,-0.47679024934768677
1544,-0.3368898630142212
1545,-0.1890650987625122
1546,-0.036831166595220566
1547,0.11631644517183304
1548,0.2667127549648285
1549,0.4108354449272156
1550,0.545324981212616
1551,0.666987419128418
1552,0.7730104327201843
1553,0.8608506917953491
1554,0.928506076335907
1555,0.9743210077285767
1556,0.9972904324531555
1557,0.996801495552063
1558,0.9729399681091309
1559,0.9261927604675293
1560,0.8577286005020142
1561,0.769088864326477
1562,0.6624158024787903
1563,0.5401613116264343
1564,0.40524131059646606
1565,0.2607892155647278
1566,0.1102222129702568
1567,-0.04291349649429321
1568,-0.19509032368659973
1569,-0.342654287815094
1570,-0.4821837842464447
1571,-0.6103713512420654
1572,-0.7242470979690552
1573,-0.8210870623588562
1574,-0.898674488067627
1575,-0.9551231861114502
1576,-0.9891765117645264
1577,-0.9999625086784363
1578,-0.9873014092445374
1579,-0.951417088508606
1580,-0.89322429895401
1581,-0.8140209913253784
1582,-0.7157308459281921
1583,-0.6006051898002625
1584,-0.4713967442512512
1585,-0.33110007643699646
1586,-0.18303988873958588
1587,-0.030674226582050323
1588,0.12241067737340927
1589,0.2726162075996399
1590,0.4164295494556427
1591,0.5504475831985474
1592,0.6715589761734009
1593,0.7768738269805908
1594,0.8639728426933289
1595,0.9307494163513184
1596,0.9757021069526672
1597,0.997704267501831
1598,0.996314525604248
1599,0.9714856147766113
1600,0.9238795042037964
1601,0.8545418977737427
1602,0.7651672959327698
1603,0.6577943563461304
1604,0.5349976420402527
1605,0.39961665868759155
1606,0.2548656463623047
1607,0.104119673371315
1608,-0.049043722450733185
1609,-0.20110085606575012
1610,-0.3484186828136444
1611,-0.48754099011421204
1612,-0.6152315735816956
1613,-0.7284506559371948
1614,-0.8245893120765686
1615,-0.901331901550293
1616,-0.9569403529167175
1617,-0.990039587020874
1618,-0.9999247193336487
1619,-0.9862895011901855
1620,-0.949528157711029
1621,-0.8904320001602173
1622,-0.8104572296142578
1623,-0.7114188075065613
1624,-0.5956993103027344
1625,-0.46596771478652954
1626,-0.32531028985977173
1627,-0.17700088024139404
1628,-0.024541230872273445
1629,0.12847192585468292
1630,0.2785196900367737
1631,0.42199230194091797
1632,0.5555702447891235
1633,0.6760799884796143
1634,0.7807372212409973
1635,0.8670299053192139
1636,0.9329928159713745
1637,0.9770097732543945
1638,0.9981181025505066
1639,0.995750904083252
1640,0.9700312614440918
1641,0.9214966893196106
1642,0.8513551950454712
1643,0.7611880302429199
1644,0.6531728506088257
1645,0.5297936201095581
1646,0.39399203658103943
1647,0.2489229142665863
1648,0.0980171412229538
1649,-0.05519420653581619
1650,-0.20711137354373932
1651,-0.35415685176849365
1652,-0.49289819598197937
1653,-0.62004554271698
1654,-0.7326542735099792
1655,-0.828029453754425
1656,-0.903989315032959
1657,-0.9586853981018066
1658,-0.9909026622772217
1659,-0.9998117685317993
1660,-0.9852815866470337
1661,-0.9475677013397217
1662,-0.8876396417617798
1663,-0.8068323731422424
1664,-0.7071067690849304
1665,-0.5907485485076904
1666,-0.46053871512413025
1667,-0.3194960355758667
1668,-0.1709618866443634
1669,-0.01840638555586338
1670,0.13458071649074554
1671,0.2843792140483856
1672,0.4275550842285156
1673,0.5606311559677124
1674,0.6806010007858276
1675,0.7845269441604614
1676,0.8700869679450989
1677,0.9351658821105957
1678,0.978317379951477
1679,0.9984567761421204
1680,0.9951869249343872
1681,0.9685038328170776
1682,0.9191231727600098
1683,0.8481043577194214
1684,0.7572243809700012
1685,0.6485022306442261
1686,0.5245896577835083
1687,0.38833773136138916
1688,0.24298018217086792
1689,0.09190722554922104
1690,-0.06132074072957039
1691,-0.21308287978172302
1692,-0.3598950505256653
1693,-0.4981974959373474
1694,-0.6248595118522644
1695,-0.7367864847183228
1696,-0.8314695954322815
1697,-0.9065786600112915
1698,-0.9604305028915405
1699,-0.9916911125183105
1700,-0.99969881772995
1701,-0.9841915369033813
1702,-0.9456149339675903
1703,-0.8847804069519043
1704,-0.8032216429710388
1705,-0.7027415037155151
1706,-0.5858172178268433
1707,-0.4550750255584717
1708,-0.3136817514896393
1709,-0.16491001844406128
1710,-0.012271540239453316
1711,0.14063185453414917
1712,0.2902846932411194
1713,0.4330640435218811
1714,0.5657318234443665
1715,0.6850533485412598
1716,0.7883464097976685
1717,0.8730668425559998
1718,0.9373390078544617
1719,0.9795513153076172
1720,0.9987954497337341
1721,0.9945458173751831
1722,0.9669824242591858
1723,0.9166618585586548
1724,0.8448662757873535
1725,0.7531726360321045
1726,0.643849790096283
1727,0.5193462371826172
1728,0.3826834261417389
1729,0.2370191514492035
1730,0.08579730987548828
1731,-0.0674426481127739
1732,-0.21910123527050018
1733,-0.3655838072299957
1734,-0.5035383701324463
1735,-0.6296077966690063
1736,-0.7409511208534241
1737,-0.8348339796066284
1738,-0.909168004989624
1739,-0.9621032476425171
1740,-0.9924795031547546
1741,-0.9995105862617493
1742,-0.9831097722053528
1743,-0.9435756802558899
1744,-0.8819323778152466
1745,-0.7995222210884094
1746,-0.6983932852745056
1747,-0.5808030366897583
1748,-0.4496326744556427
1749,-0.3078438639640808
1750,-0.15885813534259796
1751,-0.006135770119726658
1752,0.1467304676771164
1753,0.2961224317550659
1754,0.43861624598503113
1755,0.57075035572052
1756,0.6895405650138855
1757,0.7920770645141602
1758,0.8760700821876526
1759,0.9394415616989136
1760,0.9807852506637573
1761,0.9990589022636414
1762,0.9939069747924805
1763,0.9653762578964233
1764,0.9142193794250488
1765,0.8415391445159912
1766,0.7491521239280701
1767,0.6391124129295349
1768,0.514123260974884
1769,0.3770003020763397
1770,0.23105810582637787
1771,0.07968093454837799
1772,-0.0735645592212677
1773,-0.22505632042884827
1774,-0.37131717801094055
1775,-0.5087999105453491
1776,-0.6343932747840881
1777,-0.7450277805328369
1778,-0.8382247090339661
1779,-0.9116790294647217
1780,-0.9637760519981384
1781,-0.9931932687759399
1782,-0.9993223547935486
1783,-0.9819453954696655
1784,-0.9415519833564758
1785,-0.8789956569671631
1786,-0.7958513498306274
1787,-0.6939584016799927
1788,-0.5758276581764221
1789,-0.4441137909889221
1790,-0.30200594663619995
1791,-0.15279430150985718
1792,0.0
1793,0.15279430150985718
1794,0.30200594663619995
1795,0.444092333316803
1796,0.5758081674575806
1797,0.6939411163330078
1798,0.7958369255065918
1799,0.8789842128753662
1800,0.9415440559387207
1801,0.9819453954696655
1802,0.9993223547935486
1803,0.9931932687759399
1804,0.9637823104858398
1805,0.9116889238357544
1806,0.8382376432418823
1807,0.7450437545776367
1808,0.6344116926193237
1809,0.5088205337524414
1810,0.3713393807411194
1811,0.22507967054843903
1812,0.0735645592212677
1813,-0.07968093454837799
1814,-0.23105810582637787
1815,-0.3769780993461609
1816,-0.5141027569770813
1817,-0.6390939950942993
1818,-0.7491363883018494
1819,-0.841526210308075
1820,-0.91420978307724
1821,-0.9653762578964233
1822,-0.9939069747924805
1823,-0.9990589022636414
1824,-0.9807852506637573
1825,-0.9394415616989136
1826,-0.8760815262794495
1827,-0.7920916676521301
1828,-0.6895577907562256
1829,-0.5707700252532959
1830,-0.43863773345947266
1831,-0.29614531993865967
1832,-0.1467304676771164
1833,0.006135770119726658
1834,0.15885813534259796
1835,0.30782103538513184
1836,0.4496113359928131
1837,0.580783486366272
1838,0.6983762383460999
1839,0.7995078563690186
1840,0.8819212317466736
1841,0.9435677528381348
1842,0.983105480670929
1843,0.9995105862617493
1844,0.9924795031547546
1845,0.9621032476425171
1846,0.909177839756012
1847,0.8348471522331238
1848,0.7409671545028687
1849,0.6296263933181763
1850,0.5035589933395386
1851,0.3656061291694641
1852,0.21910123527050018
1853,0.0674426481127739
1854,-0.08579730987548828
1855,-0.2370191514492035
1856,-0.3826834261417389
1857,-0.5193257331848145
1858,-0.6438315510749817
1859,-0.753156840801239
1860,-0.8448535799980164
1861,-0.916652262210846
1862,-0.9669764637947083
1863,-0.9945458173751831
1864,-0.9987954497337341
1865,-0.9795513153076172
1866,-0.9373472332954407
1867,-0.8730785250663757
1868,-0.7883610129356384
1869,-0.6850707530975342
1870,-0.5657514929771423
1871,-0.43308568000793457
1872,-0.29030758142471313
1873,-0.14065559208393097
1874,0.012271540239453316
1875,0.16491001844406128
1876,0.3136817514896393
1877,0.4550536870956421
1878,0.5857978463172913
1879,0.7027244567871094
1880,0.803207516670227
1881,0.8847693204879761
1882,0.9456073045730591
1883,0.9841915369033813
1884,0.99969881772995
1885,0.9916911125183105
1886,0.9604305028915405
1887,0.9065786600112915
1888,0.8314827680587769
1889,0.7368026971817017
1890,0.6248781681060791
1891,0.498218297958374
1892,0.35991737246513367
1893,0.21310630440711975
1894,0.06132074072957039
1895,-0.09190722554922104
1896,-0.24298018217086792
1897,-0.3883156478404999
1898,-0.5245896577835083
1899,-0.6484839916229248
1900,-0.7572088241577148
1901,-0.848091721534729
1902,-0.9191138744354248
1903,-0.9684978723526001
1904,-0.9951847195625305
1905,-0.9984567761421204
1906,-0.978317379951477
1907,-0.9351658821105957
1908,-0.8700986504554749
1909,-0.7845418453216553
1910,-0.6806184649467468
1911,-0.5606510639190674
1912,-0.4275766909122467
1913,-0.28440219163894653
1914,-0.13458071649074554
1915,0.01840638555586338
1916,0.1709618866443634
1917,0.3194960355758667
1918,0.46053871512413025
1919,0.5907292366027832
1920,0.7071067690849304
1921,0.8068182468414307
1922,0.8876396417617798
1923,0.9475600719451904
1924,0.9852776527404785
1925,0.9998117685317993
1926,0.9909026622772217
1927,0.9586853981018066
1928,0.9039994478225708
1929,0.828029453754425
1930,0.7326704263687134
1931,0.62004554271698
1932,0.4929189682006836
1933,0.35415685176849365
1934,0.20713478326797485
1935,0.05519420653581619
1936,-0.0980171412229538
1937,-0.2489229142665863
1938,-0.39399203658103943
1939,-0.5297733545303345
1940,-0.6531728506088257
1941,-0.7611725330352783
1942,-0.8513551950454712
1943,-0.9214873909950256
1944,-0.9700312614440918
1945,-0.9957486391067505
1946,-0.9981181025505066
1947,-0.9770097732543945
1948,-0.9329928159713745
1949,-0.8670299053192139
1950,-0.7807521224021912
1951,-0.6760799884796143
1952,-0.5555900931358337
1953,-0.42199230194091797
1954,-0.2785426676273346
1955,-0.1284956932067871
1956,0.024541230872273445
1957,0.17700088024139404
1958,0.32531028985977173
1959,0.4659465253353119
1960,0.5956993103027344
1961,0.7114019393920898
1962,0.8104572296142578
1963,0.8904210329055786
1964,0.949528157711029
1965,0.9862855672836304
1966,0.9999247193336487
1967,0.990039587020874
1968,0.9569403529167175
1969,0.901331901550293
1970,0.8246027827262878
1971,0.7284506559371948
1972,0.6152503490447998
1973,0.48754099011421204
1974,0.34844109416007996
1975,0.20110085606575012
1976,0.0490676686167717
1977,-0.104119673371315
1978,-0.2548656463623047
1979,-0.39961665868759155
1980,-0.5349976420402527
1981,-0.6577762365341187
1982,-0.7651672959327698
1983,-0.8545294404029846
1984,-0.9238795042037964
1985,-0.9714798927307129
1986,-0.9963126182556152
1987,-0.997704267501831
1988,-0.9757021069526672
1989,-0.9307494163513184
1990,-0.8639847636222839
1991,-0.7768738269805908
1992,-0.6715766191482544
1993,-0.5504475831985474
1994,-0.41645127534866333
1995,-0.2726162075996399
1996,-0.12243445217609406
1997,0.030674226582050323
1998,0.18303988873958588
1999,0.33110007643699646
2000,0.4713967442512512
2001,0.6005860567092896
2002,0.7157308459281921
2003,0.8140071034431458
2004,0.89322429895401
2005,0.9514096975326538
2006,0.9873014092445374
2007,0.999962329864502
2008,0.9891765117645264
2009,0.9551231861114502
2010,0.898674488067627
2011,0.8210870623588562
2012,0.7242635488510132
2013,0.6103713512420654
2014,0.48220473527908325
2015,0.342654287815094
2016,0.19511380791664124
2017,0.042937442660331726
2018,-0.1102222129702568
2019,-0.2607892155647278
2020,-0.40524131059646606
2021,-0.5401411652565002
2022,-0.6624158024787903
2023,-0.7690735459327698
2024,-0.8577286005020142
2025,-0.9261837005615234
2026,-0.9729399681091309
2027,-0.9967995882034302
2028,-0.9972904324531555
2029,-0.9743210077285767
2030,-0.928506076335907
2031,-0.8608506917953491
2032,-0.7730255126953125
2033,-0.666987419128418
2034,-0.5453450083732605
2035,-0.4108354449272156
2036,-0.26673582196235657
2037,-0.11631644517183304
2038,0.03680722042918205
2039,0.1890650987625122
2040,0.3368898630142212
2041,0.47679024934768677
2042,0.6055110692977905
2043,0.7199723720550537
2044,0.8175848126411438
2045,0.8959387540817261
2046,0.9533060193061829
2047,0.9882352948188782
