n,adc_buffer
1094,-0.2548656463623047
1095,-0.104119673371315
1096,0.0490676686167717
1097,0.20110085606575012
1098,0.34840741753578186
1099,0.48753052949905396
1100,0.6152220964431763
1101,0.7284424304962158
1102,0.8245893120765686
1103,0.901331901550293
1104,0.9569403529167175
1105,0.990039587020874
1106,0.9999247193336487
1107,0.9862895011901855
1108,0.949528157711029
1109,0.8904374241828918
1110,0.8104641437530518
1111,0.7114272117614746
1112,0.5956993103027344
1113,0.46596771478652954
1114,0.32531028985977173
1115,0.17700088024139404
1116,0.024541230872273445
1117,-0.1284956932067871
1118,-0.2785196900367737
1119,-0.42198145389556885
1120,-0.555560290813446
1121,-0.6760711669921875
1122,-0.7807296514511108
1123,-0.8670299053192139
1124,-0.9329928159713745
1125,-0.9770097732543945
1126,-0.9981181025505066
1127,-0.9957486391067505
1128,-0.9700312614440918
1129,-0.9215013384819031
1130,-0.8513613939285278
1131,-0.7611958384513855
1132,-0.6531818509101868
1133,-0.5297936201095581
1134,-0.39399203658103943
1135,-0.2489229142665863
1136,-0.0980171412229538
1137,0.05519420653581619
1138,0.20711137354373932
1139,0.35415685176849365
1140,0.4928877353668213
1141,0.6200361251831055
1142,0.7326460480690002
1143,0.828029453754425
1144,0.903989315032959
1145,0.9586853981018066
1146,0.9909026622772217
1147,0.9998117685317993
1148,0.9852776527404785
1149,0.9475677013397217
1150,0.8876451253890991
1151,0.8068394660949707
1152,0.7071152329444885
1153,0.5907582640647888
1154,0.46053871512413025
1155,0.3194960355758667
1156,0.1709618866443634
1157,0.01840638555586338
1158,-0.13458071649074554
1159,-0.28440219163894653
1160,-0.4275442361831665
1161,-0.5606411099433899
1162,-0.6805921792984009
1163,-0.7845343351364136
1164,-0.8700869679450989
1165,-0.9351658821105957
1166,-0.978317379951477
1167,-0.9984567761421204
1168,-0.9951847195625305
1169,-0.9685038328170776
1170,-0.9191138744354248
1171,-0.8481107354164124
1172,-0.7572166323661804
1173,-0.6485112905502319
1174,-0.5245896577835083
1175,-0.38833773136138916
1176,-0.24298018217086792
1177,-0.09190722554922104
1178,0.06132074072957039
1179,0.21310630440711975
1180,0.3598950505256653
1181,0.4982078969478607
1182,0.6248500943183899
1183,0.7367945909500122
1184,0.8314628601074219
1185,0.9065786600112915
1186,0.9604305028915405
1187,0.9916911125183105
1188,0.99969881772995
1189,0.9841915369033813
1190,0.9456073045730591
1191,0.8847860097885132
1192,0.8032146096229553
1193,0.702750027179718
1194,0.5858075022697449
1195,0.4550750255584717
1196,0.3136817514896393
1197,0.16491001844406128
1198,0.012271540239453316
1199,-0.14065559208393097
1200,-0.2902846932411194
1201,-0.43308568000793457
1202,-0.565721869468689
1203,-0.685062050819397
