n,input_signal,output_freq,output_fft_mag
477,-3.7096498999744654e-05,3816.0,0.0003199655911885202
478,7.321690645767376e-06,3824.0,0.0002775301691144705
479,-7.629243191331625e-05,3832.0,0.00029434391763061285
480,0.00011876096687046811,3840.0,0.00015363069542218
481,3.542185731930658e-05,3848.0,0.0002093666698783636
482,0.0001022673022816889,3856.0,0.00020946237782482058
483,3.6544788599712774e-06,3864.0,5.396909546107054e-05
484,-2.7332927857059985e-05,3872.0,2.029215102083981e-05
485,0.0001222009159391746,3880.0,9.32517577894032e-05
486,-6.0269499954301864e-05,3888.0,3.22838532156311e-05
487,1.9739698473131284e-05,3896.0,5.9221205447101966e-05
488,0.00011250800162088126,3904.0,8.35601967992261e-05
489,-0.00013780005974695086,3912.0,5.2384519221959636e-05
490,0.00014279928291216493,3920.0,9.947886610461865e-06
491,3.721611210494302e-05,3928.0,4.347961294115521e-05
492,0.0001977130159502849,3936.0,4.6790490159764886e-05
493,-0.00016413783305324614,3944.0,2.3039918232825585e-05
494,0.00038727588253095746,3952.0,2.6005043764598668e-05
495,0.0005324787925928831,3960.0,8.22876154416008e-06
496,-0.00028826971538364887,3968.0,1.8351520338910632e-05
497,0.00022675373475067317,3976.0,2.61726036114851e-05
498,6.963735359022394e-06,3984.0,2.433138979540672e-05
499,0.00026605301536619663,3992.0,4.322726454120129e-06
500,-0.000347218185197562,4000.0,4.457727482076734e-05
501,-3.5050386941293254e-05,4008.0,4.486861507757567e-05
502,4.175898357061669e-05,4016.0,6.450200453400612e-05
503,0.00012140469334553927,4024.0,2.2274218281381764e-05
504,-0.00012265206896699965,4032.0,0.00010014200233854353
505,-1.4936253137420863e-05,4040.0,3.920829112757929e-05
506,-0.0001336216228082776,4048.0,5.061397678218782e-05
507,-4.346997229731642e-05,4056.0,3.671406739158556e-05
508,0.00011817667837021872,4064.0,0.00010912195284618065
509,4.380103746370878e-06,4072.0,2.764303280855529e-05
510,-7.173711492214352e-05,4080.0,0.00019491399871185422
511,4.2945546738337725e-05,4088.0,0.00015866286412347108
512,-7.683377771172673e-05,4096.0,4.098589124623686e-05
513,2.216547727584839e-05,4104.0,5.279815013636835e-05
514,1.3958830095361918e-05,4112.0,0.0002641176397446543
515,-3.9752711018081754e-05,4120.0,0.00010433756688144058
516,-5.161762237548828e-05,4128.0,0.00016387441428378224
517,1.2636184692382812e-05,4136.0,5.2914176194462925e-05
518,-7.764214387862012e-06,4144.0,3.801238563028164e-05
519,-9.256051271222532e-06,4152.0,0.0001270176435355097
520,-1.0612962796585634e-05,4160.0,1.7836910046753474e-05
521,4.8031448386609554e-05,4168.0,3.053428008570336e-05
522,-5.563856757362373e-05,4176.0,6.239708454813808e-05
523,2.7459178454591893e-05,4184.0,1.759821861924138e-05
524,3.0534920369973406e-06,4192.0,3.0142673494992778e-05
525,-2.695736475288868e-05,4200.0,2.8943561119376682e-05
526,7.4056151788681746e-06,4208.0,5.096062886877917e-05
527,8.158909622579813e-06,4216.0,2.595444857433904e-05
528,-1.1392156011424959e-05,4224.0,3.5352590202819556e-05
529,-1.2553355190902948e-06,4232.0,2.6721956601249985e-05
530,-2.958520781248808e-05,4240.0,1.3571303497883491e-05
531,3.329696482978761e-05,4248.0,2.0392217265907675e-05
532,6.961126928217709e-07,4256.0,4.887043178314343e-05
533,1.5137731679715216e-05,4264.0,4.694028029916808e-05
534,-1.696979052212555e-05,4272.0,7.857209129724652e-05
535,-1.1116688256151974e-05,4280.0,3.479045699350536e-05
536,-1.6508245607838035e-05,4288.0,3.353441206854768e-05
537,1.3993418178870343e-05,4296.0,5.2632323786383495e-05
538,-1.741581945680082e-05,4304.0,7.276999531313777e-05
539,-3.3616917789913714e-05,4312.0,0.00015992941916920245
540,-1.1920928955078125e-06,4320.0,8.958508260548115e-05
541,-3.5762786865234375e-06,4328.0,7.881373312557116e-05
542,-3.0276314646471292e-05,4336.0,0.00014991873467806727
543,9.990559192374349e-05,4344.0,0.00026805742527358234
544,-6.0726652009179816e-05,4352.0,0.00022701112902723253
545,3.143984213238582e-05,4360.0,0.00015213915321510285
546,1.566132777952589e-05,4368.0,6.487127393484116e-05
547,8.478396921418607e-06,4376.0,3.663274401333183e-05
548,5.601810335065238e-05,4384.0,7.933022425277159e-05
549,-2.791170118143782e-06,4392.0,6.0318947362247854e-05
550,3.718289372045547e-05,4400.0,3.46581764461007e-05
551,2.8816433768952265e-05,4408.0,5.587277701124549e-05
552,9.007993503473699e-05,4416.0,1.3866499102732632e-05
553,2.5650839234003797e-05,4424.0,1.3071189641777892e-05
554,-0.00014339853078126907,4432.0,3.933226616936736e-05
555,1.3943552403361537e-05,4440.0,3.0386248909053393e-05
556,-0.0001689818745944649,4448.0,3.1020870665088296e-05
557,-6.35815886198543e-05,4456.0,6.832944927737117e-05
558,0.0002693393034860492,4464.0,6.96957140462473e-05
559,0.00010625086724758148,4472.0,1.279348180105444e-05
560,-9.479161963099614e-05,4480.0,5.021652395953424e-05
561,0.00013339042197912931,4488.0,5.3583109547616914e-05
562,-3.458858554949984e-05,4496.0,2.322815271327272e-05
563,0.0002405974082648754,4504.0,1.0683616892492864e-05
564,-0.00042100148857571185,4512.0,2.3413015242113033e-06
565,6.189808118506335e-06,4520.0,2.693567148526199e-05
566,0.00020480950479395688,4528.0,3.8884823879925534e-05
567,-0.00011714447464328259,4536.0,4.391013499116525e-05
568,4.6413944801315665e-05,4544.0,1.7713085981085896e-05
569,-0.00010591419413685799,4552.0,3.0593226256314665e-05
570,-0.00017337988538201898,4560.0,4.37145063187927e-05
571,-0.00010658651444828138,4568.0,4.211029954603873e-05
572,-6.431488145608455e-05,4576.0,5.105094169266522e-05
573,2.1063886379124597e-05,4584.0,9.475909610046074e-05
574,-4.33280183642637e-05,4592.0,6.433991802623495e-05
575,1.613834683666937e-06,4600.0,9.749145829118788e-05
576,5.789910937892273e-05,4608.0,0.0002528713084757328
577,2.106342071783729e-05,4616.0,0.0003317095397505909
578,9.57999873207882e-07,4624.0,0.00027589284582063556
579,6.121772457845509e-05,4632.0,0.000291431846562773
580,-3.986707451986149e-05,4640.0,0.0001902993390103802
581,-4.929056012770161e-05,4648.0,0.00022391641687136143
582,-4.2913936340482906e-05,4656.0,0.00021292221208568662
583,-1.4110839401837438e-05,4664.0,7.844249194022268e-05
584,4.4350985263008624e-05,4672.0,2.4205584850278683e-05
585,-2.292101999046281e-05,4680.0,0.0001181561456178315
586,4.6437198761850595e-05,4688.0,3.818277400569059e-05
587,-7.983235263964161e-06,4696.0,6.160706834634766e-05
588,-3.609129635151476e-05,4704.0,3.648669007816352e-05
589,3.6080629797652364e-05,4712.0,7.642853597644717e-05
590,-7.584970444440842e-05,4720.0,6.583781214430928e-05
591,-1.3880769984098151e-05,4728.0,2.41179750446463e-05
592,-3.4247081202920526e-05,4736.0,7.996175554580986e-05
593,-2.8520822525024414e-05,4744.0,3.0205550501705147e-05
594,4.3532221752684563e-05,4752.0,3.053639375139028e-05
595,3.026244303327985e-05,4760.0,3.462843596935272e-05
596,2.5220146198989823e-05,4768.0,2.1034771634731442e-05
597,-1.7075653886422515e-05,4776.0,5.412274185800925e-05
598,9.168653377855662e-06,4784.0,3.858534455503104e-06
599,1.5639743651263416e-05,4792.0,3.397185719222762e-05
600,-3.4170789149357006e-05,4800.0,6.488106009783223e-05
601,2.8313073926256038e-05,4808.0,6.908817158546299e-05
602,-8.036301733227447e-05,4816.0,3.17908197757788e-05
603,6.616844984819181e-06,4824.0,4.253866063663736e-05
604,1.7989577827393077e-05,4832.0,5.1268991228425875e-05
605,-2.202601172029972e-05,4840.0,5.278332537272945e-05
606,5.228957161307335e-05,4848.0,8.914139471016824e-05
607,1.397667801938951e-05,4856.0,4.722732410300523e-05
608,4.597676161210984e-05,4864.0,0.0002168652426917106
609,-1.3815490092383698e-05,4872.0,0.00019474317377898842
610,1.525736297480762e-05,4880.0,0.00014764975639991462
611,4.446421007742174e-05,4888.0,0.0002159549912903458
612,-0.0001678466796875,4896.0,7.718815322732553e-05
613,5.340576171875e-05,4904.0,0.00018023674783762544
614,-2.3388278350466862e-05,4912.0,0.00017947627929970622
615,-5.848654473084025e-05,4920.0,0.0001231204078067094
616,4.9895650590769947e-05,4928.0,7.477653707610443e-05
617,-4.316294507589191e-05,4936.0,4.626759255188517e-05
618,0.00013141444651409984,4944.0,8.477443770971149e-05
619,6.130518158897758e-05,4952.0,8.080371480900794e-05
620,-1.2600406080309767e-05,4960.0,1.748242175381165e-05
621,0.0001289921347051859,4968.0,5.7960249250754714e-05
622,-0.00018054732936434448,4976.0,1.5983301636879332e-05
623,8.518429240211844e-05,4984.0,3.409702185308561e-05
624,5.341155338101089e-05,4992.0,5.7472971093375236e-05
625,-6.1440041463356465e-06,5000.0,1.5677169358241372e-05
626,-0.00013530394062399864,5008.0,7.906300197646488e-06
627,0.0001735245605232194,5016.0,2.8260843464522623e-05
628,-0.00016034720465540886,5024.0,2.7532079911907203e-05
629,-4.401772821438499e-05,5032.0,3.170554919051938e-05
630,-0.0001820327015593648,5040.0,2.96242051263107e-05
631,-7.952979649417102e-05,5048.0,5.1192098908359185e-05
632,-3.2789921533549204e-06,5056.0,3.012871093233116e-05
633,-0.00015027838526293635,5064.0,4.812036786461249e-05
634,-1.2375607184367254e-05,5072.0,5.026743747293949e-05
635,1.1287993402220309e-05,5080.0,5.200101441005245e-06
636,5.347625847207382e-05,5088.0,1.865787635324523e-05
637,-6.41061196802184e-05,5096.0,5.3546045819530264e-05
638,-1.8113893020199612e-05,5104.0,3.68751680071e-05
639,-6.265475531108677e-05,5112.0,0.00012135497672716156
640,-3.0303141102194786e-05,5120.0,8.398394857067615e-05
641,4.45315963588655e-05,5128.0,6.104553904151544e-05
642,-3.3659121982054785e-05,5136.0,0.0001268467167392373
643,-1.6515925381099805e-05,5144.0,0.0002505440206732601
644,-7.439150067511946e-06,5152.0,0.00022521802748087794
645,-5.043638520874083e-05,5160.0,0.00015839695697650313
646,3.171413118252531e-05,5168.0,0.00010367845970904455
647,2.439232775941491e-05,5176.0,4.376362630864605e-05
648,-3.9847902371548116e-05,5184.0,9.30152164073661e-05
649,-5.0823582569137216e-05,5192.0,6.819295231252909e-05
650,-1.1268553862464614e-05,5200.0,7.297500997083262e-05
651,-4.3551306589506567e-05,5208.0,5.5592503485968336e-05
652,1.7211119484272785e-05,5216.0,8.077190614130814e-06
653,1.0425112122902647e-05,5224.0,4.0158178308047354e-05
654,-1.6204376152018085e-05,5232.0,2.9698741855099797e-05
655,2.519735244277399e-05,5240.0,6.0835620388388634e-05
656,-2.457295158819761e-05,5248.0,6.532944098580629e-05
657,-7.559170626336709e-06,5256.0,3.8270056393230334e-05
658,-1.6611731552984565e-05,5264.0,5.135542232892476e-05
659,-4.917788101010956e-05,5272.0,1.1363528756191954e-05
660,-7.020523298706394e-06,5280.0,2.2723948859493248e-05
661,-3.554951399564743e-05,5288.0,2.409780427115038e-05
662,-1.1724259820766747e-06,5296.0,3.439569263719022e-05
663,1.1934011126868427e-05,5304.0,2.9570643164333887e-05
664,-6.738173397025093e-07,5312.0,3.2924828701652586e-05
665,2.4642453354317695e-05,5320.0,3.8313897675834596e-05
666,-9.408176993019879e-06,5328.0,2.819377914420329e-05
667,1.1329815606586635e-05,5336.0,3.578120231395587e-05
668,-6.866455078125e-05,5344.0,6.159797339932993e-05
669,-2.6702880859375e-05,5352.0,2.845060771505814e-05
670,7.060541975079104e-06,5360.0,6.584549555554986e-05
671,-1.8112215911969543e-05,5368.0,9.38567754928954e-05
672,-7.063552402541973e-06,5376.0,2.1975423805997707e-05
673,1.9100676581729203e-05,5384.0,0.00010332798410672694
674,-7.603517587995157e-06,5392.0,5.968878758721985e-05
675,5.207995855016634e-06,5400.0,0.00010269928316120058
676,3.7784193409606814e-05,5408.0,0.0001728738279780373
677,1.9413728296058252e-06,5416.0,9.094471897697076e-05
678,-2.0842304365942255e-05,5424.0,7.79904003138654e-05
679,2.3185135432868265e-05,5432.0,3.852384543279186e-05
680,-8.910800534067675e-05,5440.0,0.00013158764340914786
681,-1.9309598428662866e-05,5448.0,3.726718568941578e-05
682,-1.2746426364174113e-05,5456.0,6.30155045655556e-05
683,-5.1835035264957696e-05,5464.0,6.765074795112014e-05
684,4.03214362449944e-05,5472.0,8.091169729596004e-05
685,6.989324901951477e-05,5480.0,5.8467838243814185e-05
686,4.1816110751824453e-05,5488.0,5.705617877538316e-05
687,-1.2149142094131093e-05,5496.0,1.615930705156643e-05
688,-0.00012621528003364801,5504.0,1.8764345441013575e-05
689,-1.0081330401590094e-05,5512.0,3.797123645199463e-05
690,-0.0001268628693651408,5520.0,7.054523302940652e-05
691,0.0001184470602311194,5528.0,2.1294576072250493e-05
692,-9.974482236430049e-05,5536.0,2.1145782739040442e-05
693,-5.2464401960605755e-05,5544.0,9.734673767525237e-06
694,-5.21578112966381e-05,5552.0,2.9225066100480035e-05
695,-0.0001310490188188851,5560.0,5.7941582781495526e-05
696,3.488797301542945e-05,5568.0,3.41337472491432e-05
697,-0.0003168686234857887,5576.0,4.179877578280866e-05
698,8.22281654109247e-05,5584.0,3.2961608667392284e-05
699,0.00012297634384594858,5592.0,5.8498524595052004e-05
700,-1.619520662643481e-05,5600.0,6.913377001183107e-05
701,1.838034950196743e-05,5608.0,3.078962254221551e-05
702,1.3091545952192973e-05,5616.0,1.8303471733815968e-05
703,-0.00013180641690269113,5624.0,3.056890636798926e-05
704,-1.5626232197973877e-05,5632.0,4.533743776846677e-05
705,-3.0137533030938357e-05,5640.0,7.434496365021914e-05
706,7.803959306329489e-05,5648.0,4.855111546930857e-05
707,2.259381471958477e-05,5656.0,4.642227941076271e-05
708,-4.2975818359991536e-05,5664.0,0.00019520953355822712
709,-2.631109964568168e-06,5672.0,0.0002017676451941952
710,-1.2287819117773324e-05,5680.0,0.00015560344036202878
711,1.0107731213793159e-05,5688.0,0.0001886932150227949
712,4.566023562802002e-05,5696.0,6.383431900758296e-05
713,-4.68169673695229e-05,5704.0,0.00020448098075576127
714,-1.3197226508054882e-05,5712.0,0.00015008190530352294
715,-4.439258191268891e-06,5720.0,0.00013577657227870077
716,1.2126438377890736e-06,5728.0,7.465117960236967e-05
717,-2.3952132323756814e-05,5736.0,6.765076977899298e-05
718,1.824620267143473e-05,5744.0,0.00018685233953874558
719,-1.736039121169597e-05,5752.0,6.22725419816561e-05
720,-4.0030572563409805e-06,5760.0,5.04913623444736e-05
721,1.4482939150184393e-05,5768.0,6.41303340671584e-05
722,2.4827946617733687e-05,5776.0,3.952468978241086e-05
723,-3.08385060634464e-05,5784.0,8.605353650636971e-05
724,-2.6420748326927423e-05,5792.0,5.417410648078658e-05
725,-2.598157152533531e-06,5800.0,2.3985921870917082e-05
726,3.856897819787264e-06,5808.0,3.983751230407506e-05
727,-2.3136515665100887e-05,5816.0,5.1041366532444954e-05
728,7.619091775268316e-07,5824.0,4.325910049374215e-05
729,-2.2807653294876218e-05,5832.0,9.371210035169497e-05
730,1.780153252184391e-05,5840.0,4.808444282389246e-05
731,7.238122634589672e-07,5848.0,5.655745553667657e-05
732,-3.216823824914172e-05,5856.0,4.50926017947495e-05
733,3.425282193347812e-05,5864.0,2.5103503503487445e-05
734,1.1852720490423962e-05,5872.0,9.184522787109017e-05
735,-4.27798368036747e-05,5880.0,7.552996248705313e-05
736,5.578091804636642e-05,5888.0,7.85451484262012e-05
737,-1.6850266547407955e-05,5896.0,4.986647763871588e-05
738,-5.1828832511091605e-05,5904.0,6.920253508724272e-05
739,2.3274007617146708e-05,5912.0,0.0002183521428378299
740,-7.601280231028795e-06,5920.0,0.00014338943583425134
741,-2.9875569452997297e-05,5928.0,0.00022364873439073563
742,-1.194442666019313e-05,5936.0,0.0005007258150726557
743,-3.742887929547578e-05,5944.0,0.00029134159558452666
744,6.227850462892093e-06,5952.0,0.0002209344384027645
745,1.6161648090928793e-06,5960.0,0.00029464528779499233
746,5.874439375475049e-05,5968.0,0.00012198676267871633
747,-2.8301867132540792e-05,5976.0,8.296958549181e-05
748,-4.590869866660796e-05,5984.0,0.0001017815011437051
749,7.478142651962116e-05,5992.0,5.643603435601108e-05
750,-6.747966835973784e-05,6000.0,5.6238881370518357e-05
751,-4.137453288421966e-06,6008.0,4.408397580846213e-05
752,1.3529244824894704e-05,6016.0,4.3714037019526586e-05
753,-0.00011218278086744249,6024.0,8.505090954713523e-05
754,1.4415682016988285e-05,6032.0,9.719251465867274e-06
755,-4.972150782123208e-05,6040.0,2.525394484109711e-05
756,0.00010006381489802152,6048.0,1.1131052815471776e-05
757,0.0001149513918790035,6056.0,2.5103128791670315e-05
758,-0.00015367637388408184,6064.0,2.3356024030363187e-05
759,7.710796489845961e-05,6072.0,2.5802513846429065e-05
760,-8.4334758867044e-05,6080.0,3.444073081482202e-05
761,-0.00018625514348968863,6088.0,1.0768422725959681e-05
762,0.00019668531604111195,6096.0,3.2498712243977934e-05
763,-0.0001258092379430309,6104.0,2.993415910168551e-05
764,3.7486039218492806e-05,6112.0,5.4994566198729444e-06
765,0.0001015866655507125,6120.0,5.350258288672194e-05
766,-5.520848208107054e-05,6128.0,1.8275317415827885e-05
767,4.538445136859082e-05,6136.0,6.569658580701798e-05
768,-8.837252244120464e-05,6144.0,4.709575296146795e-05
769,-2.602196400403045e-05,6152.0,5.624061031994643e-06
770,4.112255555810407e-05,6160.0,5.4168987844605e-05
771,-0.00011298512981738895,6168.0,9.08543515834026e-05
772,4.26503065682482e-05,6176.0,4.0367915062233806e-05
773,-4.883222572971135e-06,6184.0,8.120055281324312e-05
774,3.5803604987449944e-06,6192.0,4.54251239716541e-05
775,4.480338975554332e-05,6200.0,0.00012011632497888058
776,1.1717442248482257e-05,6208.0,0.0001578877418069169
777,3.0519913707394153e-06,6216.0,0.00010560226655798033
778,-1.1585523679968901e-05,6224.0,9.586819214746356e-05
779,-4.330742740421556e-06,6232.0,3.8689242501277477e-05
780,2.8353097150102258e-06,6240.0,0.00012722250539809465
781,-6.240881339181215e-05,6248.0,7.724281022092327e-05
782,3.269722583354451e-05,6256.0,7.045264646876603e-05
783,-3.971730257035233e-05,6264.0,6.857889093225822e-05
784,-9.83524660114199e-06,6272.0,7.914486923255026e-05
785,2.4324419428012334e-05,6280.0,7.26896250853315e-05
786,-3.710907185450196e-05,6288.0,5.57612584088929e-05
787,-3.2319818274118006e-05,6296.0,5.104198498884216e-05
788,2.3653679818380624e-05,6304.0,1.5150677427300252e-05
789,-7.390350219793618e-06,6312.0,2.8902415579068474e-05
790,2.74487174465321e-05,6320.0,5.098447218188085e-05
791,3.7329864426283166e-06,6328.0,4.5439581299433485e-05
792,-2.088710061798338e-05,6336.0,3.5710560041479766e-05
793,-1.7189759091706946e-05,6344.0,4.476582398638129e-05
794,3.1920576475386042e-06,6352.0,4.186659134575166e-05
795,-3.690591984195635e-05,6360.0,3.3074313250835985e-05
796,8.748897016630508e-06,6368.0,4.7557306970702484e-05
797,-3.1836643756832927e-06,6376.0,9.183047222904861e-05
798,-4.838138920604251e-06,6384.0,9.290866000810638e-05
799,-1.4643521353718825e-05,6392.0,0.00010870094411075115
800,2.234958992630709e-05,6400.0,2.978679731313605e-05
801,-3.9672901039011776e-05,6408.0,6.67413987684995e-05
802,2.9403261578409e-05,6416.0,2.7053418307332322e-05
803,-9.98555333353579e-06,6424.0,9.9709584901575e-05
804,-9.346134902443737e-06,6432.0,8.884646376827732e-05
805,-3.093551640631631e-05,6440.0,5.0304159231018275e-05
806,-4.871830242336728e-05,6448.0,6.464945181505755e-05
807,-2.26541069423547e-05,6456.0,3.2879135687835515e-05
808,-1.2228178093209863e-05,6464.0,0.00018945183546748012
809,1.824446371756494e-06,6472.0,0.0002131329820258543
810,-7.324109901674092e-06,6480.0,0.00016496129683218896
811,-7.24425190128386e-05,6488.0,0.00013620244862977415
812,7.008232933003455e-05,6496.0,0.0001033436055877246
813,-2.141529694199562e-05,6504.0,3.0425087970797904e-05
814,2.2935360902920365e-05,6512.0,7.372527761617675e-05
815,3.5589473554864526e-05,6520.0,5.784576933365315e-05
816,-5.529459667741321e-05,6528.0,6.862948066554964e-05
817,9.25503991311416e-06,6536.0,8.359352796105668e-05
818,-9.636711911298335e-05,6544.0,6.559630128322169e-05
819,-8.183401951100677e-05,6552.0,4.066550172865391e-05
820,7.172480400186032e-05,6560.0,3.428465061006136e-05
821,-0.00013623588893096894,6568.0,7.089149585226551e-05
822,0.00015518823056481779,6576.0,4.8820191295817494e-05
823,-1.306936246692203e-05,6584.0,7.079092029016465e-05
824,-7.041765638859943e-05,6592.0,6.201590440468863e-05
825,-1.390071429341333e-05,6600.0,4.459892079466954e-05
826,9.260170190827921e-05,6608.0,2.5093419026234187e-05
827,-0.00020388848497532308,6616.0,2.3730684915790334e-05
828,0.0001245219464180991,6624.0,3.940342867281288e-05
829,6.971128459554166e-05,6632.0,8.487980085192248e-05
830,0.00018349470337852836,6640.0,4.424976941663772e-05
831,4.118357173865661e-05,6648.0,5.9408353990875185e-05
832,-3.1628973374608904e-05,6656.0,5.127786425873637e-05
833,0.00018399511463940144,6664.0,3.69537592632696e-05
834,3.5912744351662695e-06,6672.0,4.6666438720421866e-05
835,-4.930694558424875e-05,6680.0,8.056125807343051e-05
836,-8.964842709247023e-05,6688.0,9.184033115161583e-05
837,2.46516901825089e-05,6696.0,4.0657636418472975e-05
838,2.6201276341453195e-05,6704.0,9.590508125256747e-05
839,2.182702701247763e-05,6712.0,0.0002026180736720562
840,3.198705962859094e-05,6720.0,0.00012102141045033932
841,-4.062598600285128e-05,6728.0,0.0002529110643081367
842,2.1633772121276706e-05,6736.0,0.00048002941184677184
843,4.0180319047067314e-05,6744.0,0.00028272191411815584
844,2.2465799702331424e-05,6752.0,0.0002236983273178339
845,2.5102446670643985e-05,6760.0,0.00035644357558339834
846,-5.414540646597743e-05,6768.0,8.738998440094292e-05
847,-4.287928459234536e-05,6776.0,5.346076068235561e-05
848,4.843115311814472e-05,6784.0,0.00010780106094898656
849,3.5537650546757504e-05,6792.0,8.817523485049605e-05
850,-2.9100800020387396e-05,6800.0,7.802629988873377e-05
851,-4.985558916814625e-07,6808.0,0.00011384700337657705
852,1.0380572348367423e-05,6816.0,3.7111247365828604e-05
853,-1.3704646335099824e-05,6824.0,6.395517993951216e-05
854,4.2301708162995055e-05,6832.0,5.8331726904725656e-05
855,-2.813921673805453e-05,6840.0,5.3927720728097484e-05
856,1.8971371900988743e-05,6848.0,8.922314736992121e-05
857,-3.936364009859972e-06,6856.0,0.00012562432675622404
858,5.656042048940435e-06,6864.0,5.715373845305294e-05
859,2.7555817723623477e-05,6872.0,2.9524744604714215e-05
860,-3.022723649337422e-05,6880.0,8.822693052934483e-05
861,7.4187046266160905e-06,6888.0,0.00012370852346066386
862,1.1539907063706778e-05,6896.0,0.0001435207377653569
863,-3.5328735975781456e-05,6904.0,8.176951087079942e-05
864,2.4927812773967162e-05,6912.0,2.1500862203538418e-05
865,-8.317025640280917e-05,6920.0,0.00013165474229026586
866,1.98929883481469e-05,6928.0,0.0001743560569593683
867,1.2430386050255038e-05,6936.0,0.00023841479560360312
868,5.051666812505573e-05,6944.0,0.00021246478718239814
869,3.525787542457692e-05,6952.0,0.00011754745355574414
870,-6.989439862081781e-05,6960.0,0.00014771296991966665
871,-1.3266918358567636e-05,6968.0,0.00029374848236329854
872,2.747089820331894e-05,6976.0,0.0007705843891017139
873,-3.2007734262151644e-05,6984.0,0.0010395776480436325
874,-2.4944019969552755e-06,6992.0,0.0011569114867597818
875,-6.32645096629858e-05,7000.0,0.001202422776259482
876,-3.358611138537526e-06,7008.0,0.001127182855270803
877,-3.9876824303064495e-05,7016.0,0.0009025803883560002
878,0.00010541260417085141,7024.0,0.000728578947018832
879,-1.5801746485522017e-05,7032.0,0.0004336763231549412
880,-7.4547206168062985e-06,7040.0,4.843464557779953e-05
881,-2.1334857592592016e-05,7048.0,0.00017526363080833107
882,-4.12088047596626e-05,7056.0,0.0002788958663586527
883,5.7597124396124855e-05,7064.0,0.00019797650747932494
884,-3.8893180317245424e-05,7072.0,0.00018842917052097619
885,-0.0002190956729464233,7080.0,0.00011265563080087304
886,0.0001118001455324702,7088.0,3.63904678124527e-06
887,-0.00019527244148775935,7096.0,0.0001223156723426655
888,0.00016025014338083565,7104.0,0.00013372002285905182
889,-7.409810496028513e-05,7112.0,0.0001397980231558904
890,0.0003524128987919539,7120.0,9.359090472571552e-05
891,-8.428917499259114e-05,7128.0,4.993733818992041e-05
892,0.0002390294976066798,7136.0,6.33889067103155e-05
893,0.00017587457841727883,7144.0,0.00010783523612190038
894,0.00016241337289102376,7152.0,0.00011989811901003122
895,0.00031250875326804817,7160.0,8.962978608906269e-05
896,-0.00013901537749916315,7168.0,1.0379336345067713e-05
897,0.00027610373217612505,7176.0,6.894471880514175e-05
898,-9.27133223740384e-05,7184.0,0.00010160973761230707
899,1.7006132111418992e-06,7192.0,2.92682925646659e-05
900,4.943528983858414e-05,7200.0,7.476122118532658e-05
901,-5.446006980491802e-06,7208.0,8.345932292286307e-05
902,8.300274203065783e-06,7216.0,2.2539639758178964e-05
903,0.00010085701796924695,7224.0,7.309905777219683e-05
904,-1.5886136679910123e-05,7232.0,5.8189823903376237e-05
905,5.6122134992619976e-05,7240.0,2.9380793421296403e-05
906,-3.539525278029032e-05,7248.0,0.00011300971527816728
907,2.6513225748203695e-06,7256.0,7.35446737962775e-05
908,-3.772705895244144e-06,7264.0,0.00016609526937827468
909,4.340674786362797e-05,7272.0,0.0001632849161978811
910,-1.6336367480107583e-05,7280.0,0.00014718751481268555
911,3.1031802791403607e-05,7288.0,0.00021851503697689623
912,1.5763183910166845e-05,7296.0,6.579537148354575e-05
913,5.274769137031399e-06,7304.0,4.54723194707185e-05
914,-1.503503881394863e-07,7312.0,0.00012709559814538807
915,4.520856964518316e-05,7320.0,9.601181227480993e-05
916,-1.719104329822585e-05,7328.0,0.00011384904792066664
917,3.094449857599102e-05,7336.0,5.663926640409045e-05
918,-2.0295148715376854e-05,7344.0,3.0833085475023836e-05
919,1.4317060049506836e-05,7352.0,0.00010955213656416163
920,-7.5271727837389335e-06,7360.0,5.356257315725088e-05
921,3.811685019172728e-06,7368.0,0.0001074703541235067
922,7.209870091173798e-06,7376.0,2.756906906142831e-05
923,5.845766281709075e-06,7384.0,4.86608078063e-05
924,1.52587890625e-05,7392.0,8.941846317611635e-05
925,1.52587890625e-05,7400.0,6.93739129928872e-05
926,-8.296961823361926e-06,7408.0,7.379947055596858e-05
927,5.151117511559278e-05,7416.0,1.7010714145726524e-05
928,-3.4771190257743e-05,7424.0,2.882147418858949e-05
929,3.9775139157427475e-05,7432.0,8.256013825302944e-05
930,-1.4338816981762648e-05,7440.0,9.383037104271352e-05
931,-6.384216248989105e-07,7448.0,9.596302697900683e-05
932,6.447120540542528e-05,7456.0,7.423611532431096e-05
933,-2.009613672271371e-05,7464.0,8.111094939522445e-05
934,8.218006769311614e-06,7472.0,0.00010870391270145774
935,7.029699918348342e-05,7480.0,8.893320773495361e-05
936,-2.3599455744260922e-05,7488.0,0.0001920200593303889
937,1.5383920981548727e-05,7496.0,0.00014013574400451034
938,1.6195110219996423e-05,7504.0,0.00013530655996873975
939,-2.153077002731152e-05,7512.0,0.0001809303357731551
940,1.95679058379028e-06,7520.0,0.0001955653278855607
941,4.039763007313013e-05,7528.0,6.638428749283776e-05
942,1.1283769708825275e-05,7536.0,0.000160322553711012
943,-6.0697293520206586e-06,7544.0,0.0002779827918857336
944,-8.607823474449106e-06,7552.0,0.0001095839761546813
945,-1.2785835679096635e-05,7560.0,0.00014690097304992378
946,-2.5994269890361466e-05,7568.0,4.044112574774772e-05
947,5.2871982916258276e-05,7576.0,4.2570001824060455e-05
