n,input_signal,output_freq,output_fft_mag
112,0.0001837169984355569,896.0,5.5845401220722124e-05
113,0.00019758197595365345,904.0,0.00025710079353302717
114,0.0003503415500745177,912.0,0.00021098856814205647
115,-3.100839603575878e-05,920.0,0.00015117292059585452
116,0.0002998914569616318,928.0,6.0264734202064574e-05
117,0.00021422471036203206,936.0,8.74269098858349e-05
118,4.116789568797685e-05,944.0,0.00017715687863528728
119,0.00023677837452851236,952.0,0.00018671997531782836
120,-1.1107447789981961e-05,960.0,8.63360310177086e-06
121,-1.539921504445374e-05,968.0,7.029582047834992e-05
122,8.354846795555204e-05,976.0,2.0046132704010233e-05
123,4.376891956781037e-05,984.0,5.716769737773575e-05
124,8.113109652185813e-05,992.0,0.00011369046114850789
125,6.175568705657497e-05,1000.0,0.00015222666843328625
126,0.0002358654310228303,1008.0,2.7540734663489275e-05
127,0.00011217931751161814,1016.0,9.848103945842013e-05
128,0.00013031910930294544,1024.0,6.809057231293991e-05
129,0.00015759941015858203,1032.0,6.998240860411897e-05
130,-6.04824599577114e-05,1040.0,9.099851013161242e-05
131,6.9574081862811e-05,1048.0,8.259287278633565e-05
132,9.758969099493697e-05,1056.0,0.00011853385512949899
133,2.1918240236118436e-05,1064.0,0.00011854712647618726
134,9.338924428448081e-05,1072.0,8.987672117655165e-06
135,1.3886630767956376e-05,1080.0,6.21079234406352e-05
136,0.00010708181071095169,1088.0,9.78189054876566e-05
137,9.107502410188317e-05,1096.0,0.00017931757611222565
138,0.0001153764605987817,1104.0,0.00010900027700699866
139,7.827036461094394e-05,1112.0,6.60209552734159e-05
140,2.4411765480181202e-05,1120.0,0.00012240525393281132
141,6.031914381310344e-05,1128.0,0.000219782828935422
142,1.6796027921373025e-05,1136.0,0.00035924703115597367
143,1.937609340529889e-05,1144.0,0.0001193238131236285
144,3.5518274671630934e-05,1152.0,0.00019414695270825177
145,4.78928122902289e-05,1160.0,0.00039606590871699154
146,6.360687257256359e-05,1168.0,0.00045364187099039555
147,4.6772340283496305e-05,1176.0,0.0014488736633211374
148,0.00010197001392953098,1184.0,0.0007914777961559594
149,2.7857433451572433e-05,1192.0,0.00078963564010337
150,3.814209048869088e-05,1200.0,0.0009103673510253429
151,0.00014292109699454159,1208.0,0.00011891442409250885
152,4.435110167833045e-05,1216.0,0.0003814711526501924
153,6.138130265753716e-05,1224.0,0.00014850375009700656
154,-3.0322778911795467e-05,1232.0,0.0001413976278854534
155,1.1406636986066587e-05,1240.0,0.00023531036276835948
156,3.0517578125e-05,1248.0,0.00010928376286756247
157,5.7220458984375e-05,1256.0,0.00010192731133429334
158,0.00015959498705342412,1264.0,9.143834904534742e-05
159,7.908529369160533e-06,1272.0,9.482973837293684e-05
160,0.0001583706762176007,1280.0,0.00012242064985912293
161,0.00014008081052452326,1288.0,0.00010781973105622455
162,-0.00018777277728077024,1296.0,0.00011923391139134765
163,0.0003078519075643271,1304.0,2.3152457288233563e-05
164,-0.0001404699869453907,1312.0,3.885601108777337e-05
165,-0.00010113813914358616,1320.0,7.239831029437482e-05
166,-8.395523764193058e-06,1328.0,6.115254655014724e-05
167,-3.0204286304069683e-05,1336.0,0.0001123584879678674
168,0.00013230553304310888,1344.0,3.3820673706941307e-05
169,-3.964970892411657e-05,1352.0,5.249374589766376e-05
170,-7.942503725644201e-05,1360.0,4.510425787884742e-05
171,8.856943168211728e-05,1368.0,6.644420500379056e-05
172,-4.9715661589289084e-05,1376.0,9.768576273927465e-05
173,-4.049745621159673e-05,1384.0,3.3727257687132806e-05
174,2.6025309125543572e-05,1392.0,4.156069553573616e-05
175,-0.00012084843183401972,1400.0,4.575346247293055e-05
176,0.00015082696336321533,1408.0,5.708245953428559e-05
177,2.9997299861861393e-05,1416.0,0.00020048071746714413
178,5.227005749475211e-05,1424.0,5.4464162531076e-05
179,7.434820872731507e-05,1432.0,9.911904635373503e-05
180,8.940422048908658e-06,1440.0,0.00015520738088525832
181,8.406814595218748e-05,1448.0,0.00017305760411545634
182,-5.73842044104822e-06,1456.0,0.00012818805407732725
183,-8.83325446920935e-06,1464.0,6.872486846987158e-05
184,1.0390904208179563e-06,1472.0,5.3737632697448134e-05
185,-5.748380135628395e-05,1480.0,0.0001288663479499519
186,8.851078746374696e-05,1488.0,3.9932438085088506e-05
187,-4.352332325652242e-05,1496.0,4.329046350903809e-05
188,8.09596385806799e-05,1504.0,9.39088495215401e-05
189,7.742161687929183e-05,1512.0,1.320879800914554e-05
190,-1.7463324184063822e-05,1520.0,4.171561886323616e-05
191,7.519520295318216e-05,1528.0,6.127249071141705e-05
192,1.683970185695216e-05,1536.0,2.1472698790603317e-05
193,-1.781836363079492e-05,1544.0,2.9819240808137693e-05
194,-1.7505517462268472e-05,1552.0,7.868486864026636e-05
195,2.958065851998981e-05,1560.0,5.046860678703524e-05
196,3.128021489828825e-05,1568.0,3.2052350434241816e-05
197,-2.3830765712773427e-05,1576.0,1.789072121027857e-05
198,5.5949763918761164e-05,1584.0,1.2029652680212166e-05
199,2.0864015823462978e-05,1592.0,6.358700193231925e-05
200,6.394106458174065e-05,1600.0,3.435504186199978e-05
201,7.832094706827775e-05,1608.0,3.694239057949744e-05
202,9.613893780624494e-06,1616.0,5.051582775195129e-06
203,4.701941361417994e-05,1624.0,8.837031782604754e-05
204,-1.5703793906141073e-05,1632.0,4.14872556575574e-05
205,2.6187153707724065e-05,1640.0,1.4553135770256631e-05
206,2.388266148045659e-05,1648.0,5.2347419114084914e-05
207,-3.150614065816626e-05,1656.0,2.369095636822749e-05
208,2.342017978662625e-05,1664.0,4.9640217184787616e-05
209,-6.49238791083917e-06,1672.0,7.2372317845292855e-06
210,9.012383816298097e-05,1680.0,4.855889346799813e-05
211,7.049395935609937e-05,1688.0,0.00010488476254977286
212,3.275748895248398e-05,1696.0,5.54233520233538e-05
213,4.9665424739941955e-05,1704.0,0.00017568688781466335
214,-6.499968003481627e-05,1712.0,0.0001596252404851839
215,6.413165829144418e-05,1720.0,0.00014847038255538791
216,2.5524226657580584e-05,1728.0,0.00014818384079262614
217,-5.346899706637487e-05,1736.0,0.0001492087176302448
218,2.889902680180967e-05,1744.0,0.00015212791913654655
219,1.1332303984090686e-05,1752.0,1.3448689969663974e-05
